country, Average Degree, Diameter, Radius, Average Path Length, Graph Density, Modularity, CommunityNumber, Connected Components, Averge Clustering Coefficient, Total Triangles
EG, 3.450980392156863, 4.0, 2.0, 2.4062745098039215, 0.06901960784313725, 0.322, 4, 1, 0.5362970475546541, 31
ES, 2.619385342789598, 10.0, 1.0, 3.861987264919295, 0.006207074272013266, 0.67, 19, 6, 0.029803419284385207, 8
EU, 1.5, 3.0, 1.0, 1.8125, 0.21428571428571427, 0.403, 3, 2, 0.0, 0
FI, 2.5485714285714285, 7.0, 1.0, 3.297133600957814, 0.01464696223316913, 0.601, 12, 4, 0.07197363498147533, 5
FJ, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.5, 2, 2, NaN, 0
FR, 3.122629582806574, 8.0, 1.0, 3.268625521284194, 0.003952695674438701, 0.579, 22, 6, 0.27862948127222786, 231
GA, 1.6, 2.0, 1.0, 1.6, 0.4, 0.0, 1, 1, 0.0, 0
GB, 8.560064935064934, 9.0, 1.0, 3.2479115709359667, 0.006953748931815544, 0.304, 30, 7, 0.5009545975807729, 23865
GD, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
GE, 2.542372881355932, 6.0, 1.0, 2.8083907326236695, 0.043834015195791935, 0.458, 5, 2, 0.1428984414278532, 4
GH, 1.875, 3.0, 1.0, 1.952127659574468, 0.06048387096774194, 0.579, 5, 4, 0.409375, 2
GI, 2.4, 4.0, 2.0, 1.9555555555555555, 0.26666666666666666, 0.153, 2, 1, 0.0, 0
GM, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
GQ, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
GR, 2.526315789473684, 9.0, 1.0, 3.377049180327869, 0.022356776897997206, 0.589, 8, 2, 0.03927853589311923, 3
GT, 2.3076923076923075, 6.0, 1.0, 2.891696750902527, 0.09230769230769231, 0.456, 5, 2, 0.33946608946608947, 4
GU, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.5, 2, 2, NaN, 0
GY, 1.3333333333333333, 2.0, 1.0, 1.3333333333333333, 0.6666666666666666, 0.0, 1, 1, 0.0, 0
HK, 3.5428571428571427, 6.0, 1.0, 2.813875312382511, 0.011282984531392174, 0.476, 11, 3, 0.5341776514250842, 246
HN, 2.2666666666666666, 6.0, 3.0, 3.1770114942528735, 0.07816091954022988, 0.512, 3, 1, 0.0, 0
HR, 2.6451612903225805, 7.0, 1.0, 3.1868300153139355, 0.028751753155680224, 0.509, 8, 3, 0.16153865228102485, 8
HT, 1.6, 3.0, 2.0, 1.8, 0.4, 0.219, 2, 1, 0.0, 0
HU, 2.175675675675676, 9.0, 1.0, 3.853757907151281, 0.014800514800514801, 0.697, 11, 5, 0.18413921885581802, 6
ID, 3.735338345864662, 10.0, 1.0, 3.63097115508041, 0.005625509557025093, 0.598, 14, 3, 0.24316029595844674, 248
IE, 1.9743589743589745, 8.0, 1.0, 4.001196172248804, 0.02564102564102564, 0.703, 14, 9, 0.056317139650472976, 2
IL, 3.148936170212766, 6.0, 3.0, 2.655762885424963, 0.01683923085675276, 0.399, 9, 1, 0.20302910931729132, 32
IN, 3.899014778325123, 6.0, 3.0, 2.705581505530483, 0.00480766310520977, 0.433, 13, 1, 0.6211857370165045, 739
IQ, 2.7450980392156863, 6.0, 3.0, 2.8094117647058825, 0.054901960784313725, 0.47, 6, 1, 0.19650205761316872, 5
IR, 3.144578313253012, 6.0, 3.0, 3.247988934590325, 0.00950023659593055, 0.555, 12, 1, 0.3173965149472881, 117
IS, 2.6222222222222222, 6.0, 1.0, 3.0132743362831858, 0.0595959595959596, 0.488, 6, 2, 0.24460756634669678, 4
IT, 5.843505477308295, 7.0, 4.0, 2.940350567353967, 0.009159099494213627, 0.416, 11, 1, 0.5952242787037133, 4537
JE, 1.3333333333333333, 2.0, 1.0, 1.3333333333333333, 0.6666666666666666, 0.0, 1, 1, 0.0, 0
JM, 1.7142857142857142, 4.0, 2.0, 2.0952380952380953, 0.2857142857142857, 0.292, 3, 1, 0.0, 0
JO, 2.4, 6.0, 3.0, 2.92, 0.1, 0.445, 3, 1, 0.17466422466422465, 3
JP, 4.1488203266787655, 6.0, 3.0, 2.915195512291701, 0.007543309684870483, 0.455, 12, 1, 0.5239114257800087, 628
KE, 3.019607843137255, 5.0, 1.0, 2.6717998075072185, 0.0603921568627451, 0.455, 7, 3, 0.3095343758805297, 24
KG, 1.8333333333333333, 6.0, 1.0, 2.9361702127659575, 0.07971014492753623, 0.584, 7, 4, 0.13703703703703704, 1
KH, 3.142857142857143, 6.0, 3.0, 2.9849012775842043, 0.07665505226480836, 0.431, 5, 1, 0.1600543135025894, 9
KR, 3.6794326241134754, 6.0, 3.0, 2.5509550290135397, 0.005226466795615732, 0.397, 13, 1, 0.8016530695071337, 621
KW, 2.739130434782609, 7.0, 4.0, 3.0280193236714976, 0.06086956521739131, 0.448, 5, 1, 0.0, 0
KZ, 2.7674418604651163, 6.0, 3.0, 3.0320109439124487, 0.03255813953488372, 0.508, 7, 1, 0.25734478166910596, 14
LA, 1.6666666666666667, 3.0, 2.0, 1.8666666666666667, 0.3333333333333333, 0.22, 2, 1, 0.0, 0
LB, 2.3513513513513513, 4.0, 2.0, 2.4224361347649017, 0.03221029248426509, 0.456, 4, 1, 0.2743443303247225, 6
LI, 1.3333333333333333, 2.0, 1.0, 1.3333333333333333, 0.26666666666666666, 0.5, 2, 2, 0.0, 0
LK, 2.4, 4.0, 3.0, 2.2285714285714286, 0.17142857142857143, 0.31, 4, 1, 0.37530864197530867, 2
LS, 2.0, 3.0, 2.0, 1.7333333333333334, 0.4, 0.167, 2, 1, 0.0, 0
LT, 2.782608695652174, 7.0, 1.0, 3.0321148825065274, 0.030578117534639272, 0.55, 8, 3, 0.11590274841437631, 7
LU, 2.1, 6.0, 1.0, 2.8920454545454546, 0.05384615384615385, 0.507, 7, 2, 0.0, 0
LV, 2.8958333333333335, 6.0, 4.0, 3.262270942408377, 0.015161431064572425, 0.524, 8, 1, 0.08578655129648882, 12
LY, 1.5, 3.0, 2.0, 1.6666666666666667, 0.5, 0.167, 2, 1, 0.0, 0
MA, 1.6, 3.0, 2.0, 1.8, 0.4, 0.219, 2, 1, 0.0, 0
MD, 2.2028985507246377, 7.0, 1.0, 3.3164556962025316, 0.03239556692242114, 0.567, 8, 4, 0.06094028520499108, 1
ME, 2.0, 8.0, 4.0, 3.3846153846153846, 0.16666666666666666, 0.429, 4, 1, 0.0, 0
MF, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
MG, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
MK, 2.5185185185185186, 5.0, 1.0, 2.611295681063123, 0.09686609686609686, 0.403, 5, 2, 0.0, 0
ML, 1.3333333333333333, 2.0, 1.0, 1.3333333333333333, 0.6666666666666666, 0.0, 1, 1, 0.0, 0
MM, 1.5555555555555556, 4.0, 1.0, 2.1363636363636362, 0.19444444444444445, 0.459, 3, 2, 0.0, 0
MN, 2.1052631578947367, 5.0, 3.0, 2.514935988620199, 0.05689900426742532, 0.373, 7, 1, 0.05471861471861472, 2
MO, 1.3333333333333333, 2.0, 1.0, 1.3333333333333333, 0.6666666666666666, 0.0, 1, 1, 0.0, 0
MR, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
MT, 2.4545454545454546, 5.0, 3.0, 2.58008658008658, 0.11688311688311688, 0.445, 4, 1, 0.09285714285714286, 1
MU, 1.7142857142857142, 4.0, 1.0, 2.5172413793103448, 0.13186813186813187, 0.531, 4, 2, 0.0, 0
MW, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
MX, 3.2127659574468086, 8.0, 1.0, 3.2328257584563524, 0.017180566617362614, 0.515, 10, 2, 0.17198553290985524, 44
MY, 2.5806451612903225, 7.0, 1.0, 3.3854081465728774, 0.02098085496984002, 0.599, 12, 7, 0.28372107597810925, 22
MZ, 1.7777777777777777, 6.0, 3.0, 3.0, 0.2222222222222222, 0.398, 3, 1, 0.0, 0
NA, 1.5, 2.0, 1.0, 1.5384615384615385, 0.21428571428571427, 0.444, 2, 2, 0.0, 0
NC, 1.75, 2.0, 1.0, 1.75, 0.25, 0.0, 1, 1, 0.0, 0
NE, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
NG, 2.712871287128713, 7.0, 4.0, 3.2685148514851483, 0.02712871287128713, 0.535, 7, 1, 0.1039672197485335, 10
NI, 2.3333333333333335, 5.0, 3.0, 2.242424242424242, 0.21212121212121213, 0.265, 2, 1, 0.17113095238095238, 1
NL, 9.215827338129497, 8.0, 1.0, 2.919807810317139, 0.01660509430293603, 0.242, 12, 2, 0.5812451053491987, 7910
NO, 2.8704663212435233, 8.0, 1.0, 3.464895844814284, 0.01495034542314335, 0.579, 11, 2, 0.1895330061414152, 30
NP, 2.4705882352941178, 9.0, 5.0, 3.748663101604278, 0.0748663101604278, 0.545, 6, 1, 0.2023148148148148, 4
NZ, 2.4919354838709675, 8.0, 1.0, 3.984645234670324, 0.010088807627007966, 0.684, 13, 2, 0.19249315831873667, 21
OM, 2.3333333333333335, 3.0, 2.0, 1.6, 0.4666666666666667, 0.071, 2, 1, 0.0, 0
PA, 2.5806451612903225, 7.0, 1.0, 2.8633540372670807, 0.04230565838180857, 0.454, 8, 2, 0.006550868486352358, 1
PE, 1.7, 5.0, 1.0, 2.3766233766233764, 0.08947368421052632, 0.602, 6, 3, 0.0, 0
PF, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
PG, 2.25, 3.0, 2.0, 1.7857142857142858, 0.32142857142857145, 0.179, 3, 1, 0.27999999999999997, 1
PH, 3.2, 7.0, 4.0, 3.1006961849067114, 0.016931216931216932, 0.514, 6, 1, 0.13608140936558355, 29
PK, 3.066666666666667, 6.0, 3.0, 2.7762162162162163, 0.04144144144144144, 0.425, 6, 1, 0.25938679667127945, 20
PL, 3.2929411764705883, 10.0, 1.0, 3.7831296768266225, 0.0019381643181109996, 0.624, 22, 3, 0.13738141706107931, 202
PR, 2.5098039215686274, 6.0, 1.0, 3.1129991503823278, 0.05019607843137255, 0.511, 7, 2, 0.22409104717717157, 7
PS, 2.1875, 7.0, 4.0, 2.9193548387096775, 0.07056451612903226, 0.502, 5, 1, 0.08380018674136322, 1
PT, 2.411764705882353, 7.0, 4.0, 3.6637401229148376, 0.035996488147497806, 0.595, 7, 1, 0.04085684430512017, 1
PY, 2.1818181818181817, 4.0, 1.0, 2.3735632183908044, 0.1038961038961039, 0.487, 4, 2, 0.5859788359788359, 4
QA, 2.2222222222222223, 5.0, 3.0, 2.2777777777777777, 0.2777777777777778, 0.245, 4, 1, 0.13888888888888887, 1
RO, 2.692836113837095, 8.0, 1.0, 3.9997457533807794, 0.002645222115753532, 0.665, 28, 9, 0.08093632886992617, 36
RS, 3.2030075187969924, 5.0, 1.0, 2.848285580084547, 0.024265208475734792, 0.454, 10, 2, 0.17429142996111927, 24
RU, 4.8974069898534385, 8.0, 4.0, 3.4185809256035786, 0.0011045121763314024, 0.506, 20, 1, 0.31606586332693987, 14100
RW, 2.6, 3.0, 2.0, 1.9111111111111112, 0.28888888888888886, 0.189, 2, 1, 0.18095238095238095, 1
SA, 3.1683168316831685, 5.0, 3.0, 2.862970297029703, 0.031683168316831684, 0.448, 7, 1, 0.1843813022149062, 20
SC, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
SD, 2.6666666666666665, 2.0, 1.0, 1.4666666666666666, 0.5333333333333333, 0.0, 1, 1, 0.76, 3
SE, 2.856470588235294, 8.0, 1.0, 3.4050686803952765, 0.006736958934517203, 0.607, 14, 2, 0.20167843217887388, 73
SG, 3.120879120879121, 6.0, 1.0, 2.8624786661415254, 0.017242426082205088, 0.516, 11, 3, 0.5564302335398832, 84
SI, 3.225, 7.0, 4.0, 3.1273361227336123, 0.013493723849372386, 0.473, 9, 1, 0.08133881958978527, 14
SK, 2.75, 7.0, 1.0, 3.371768982229402, 0.02669902912621359, 0.578, 9, 3, 0.26889417425163575, 29
SL, 1.5, 3.0, 2.0, 1.6666666666666667, 0.5, 0.167, 2, 1, 0.0, 0
SM, 1.5, 3.0, 2.0, 1.6666666666666667, 0.5, 0.167, 2, 1, 0.0, 0
SN, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
SO, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
SS, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
SV, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.5, 2, 2, NaN, 0
SY, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
SZ, 1.3333333333333333, 2.0, 1.0, 1.3333333333333333, 0.6666666666666666, 0.0, 1, 1, 0.0, 0
TG, 1.3333333333333333, 2.0, 1.0, 1.3333333333333333, 0.6666666666666666, 0.0, 1, 1, 0.0, 0
TH, 3.375438596491228, 8.0, 1.0, 3.361768243785084, 0.01188534717074376, 0.558, 10, 2, 0.15445422080176574, 52
TJ, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
TM, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
TN, 1.75, 3.0, 2.0, 1.9285714285714286, 0.25, 0.194, 2, 1, 0.0, 0
TO, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
TR, 2.693409742120344, 6.0, 3.0, 2.7276290221651354, 0.007739683167012483, 0.514, 14, 1, 0.6737735648061899, 111
TT, 2.4444444444444446, 5.0, 3.0, 2.0555555555555554, 0.3055555555555556, 0.145, 2, 1, 0.0, 0
TW, 3.5126050420168067, 6.0, 3.0, 2.9821962683378436, 0.029767839339125482, 0.479, 7, 1, 0.2712952672213756, 64
TZ, 2.0425531914893615, 8.0, 1.0, 3.4921402660217655, 0.04440333024976873, 0.623, 8, 3, 0.07439896036387264, 1
UA, 3.1121251629726205, 10.0, 1.0, 3.856174745913661, 0.0020300881689319116, 0.645, 24, 4, 0.1499076007704288, 235
UG, 2.210526315789474, 6.0, 1.0, 2.8613138686131387, 0.12280701754385964, 0.493, 4, 2, 0.34690476190476194, 2
US, 4.529684481648422, 10.0, 1.0, 3.338579299018591, 2.916919622415109E-4, 0.538, 34, 5, 0.436084813065861, 29143
UY, 2.857142857142857, 5.0, 3.0, 2.2747252747252746, 0.21978021978021978, 0.249, 4, 1, 0.051515151515151514, 1
UZ, 1.9285714285714286, 6.0, 1.0, 2.7604562737642584, 0.07142857142857142, 0.538, 4, 2, 0.0, 0
VC, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
VE, 2.65, 5.0, 1.0, 2.7593423019431986, 0.06794871794871794, 0.513, 5, 2, 0.25574682319834674, 8
VI, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.5, 2, 2, NaN, 0
VN, 3.590643274853801, 6.0, 3.0, 2.888200894392845, 0.02112143102855177, 0.441, 9, 1, 0.28233556267035, 75
VU, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.5, 2, 2, NaN, 0
WS, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
YE, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 1, NaN, 0
ZA, 4.165048543689321, 5.0, 3.0, 2.637035282974189, 0.020317309969216196, 0.407, 6, 1, 0.6277402628492408, 284
ZM, 1.6, 2.0, 1.0, 1.6, 0.4, 0.0, 1, 1, 0.0, 0
ZW, 1.6363636363636365, 3.0, 1.0, 1.9189189189189189, 0.16363636363636364, 0.327, 3, 2, 0.0, 0
